segment_index,start,end,duration,active_task_count,demand_req,cross_demand_req,required_cross_link_count,cross_link_count,cross_capacity,cross_supply,cross_rate_used,cross_data_used,eta_cap_shortfall,zero_cross_req,zero_cross_demand,eta0_indicator,active_task_ids,active_cross_window_ids,occupied_cross_window_ids,available_cross_capacity,available_intra_capacity
0,0.0,60.0,60.0,0,0,0,0,1,800.0,800.0,0.0,0.0,0.0,0,0,0,[],['X009776'],[],{'X009776': 800.0},"{'A_ISL_000001': 600.0, 'A_ISL_000002': 600.0, 'A_ISL_000003': 600.0, 'A_ISL_000004': 600.0, 'A_ISL_000005': 600.0, 'A_ISL_000006': 600.0, 'A_ISL_000007': 600.0, 'A_ISL_000008': 600.0, 'A_ISL_000009': 600.0, 'A_ISL_000010': 600.0, 'A_ISL_000011': 600.0, 'A_ISL_000012': 600.0, 'A_ISL_000013': 600.0, 'A_ISL_000014': 600.0, 'A_ISL_000015': 600.0, 'A_ISL_000016': 600.0, 'A_ISL_000017': 600.0, 'A_ISL_000018': 600.0, 'A_ISL_000019': 600.0, 'A_ISL_000020': 600.0, 'A_ISL_000021': 600.0, 'A_ISL_000022': 600.0, 'A_ISL_000023': 600.0, 'A_ISL_000024': 600.0, 'A_ISL_000025': 600.0, 'A_ISL_000026': 600.0, 'A_ISL_000027': 600.0, 'A_ISL_000028': 600.0, 'A_ISL_000029': 600.0, 'A_ISL_000030': 600.0, 'A_ISL_000031': 600.0, 'A_ISL_000032': 600.0, 'A_ISL_000033': 600.0, 'A_ISL_000034': 600.0, 'A_ISL_000035': 600.0, 'A_ISL_000036': 600.0, 'A_ISL_000037': 600.0, 'A_ISL_000038': 600.0, 'A_ISL_000039': 600.0, 'A_ISL_000040': 600.0, 'A_ISL_000041': 600.0, 'A_ISL_000042': 600.0, 'A_ISL_000043': 600.0, 'A_ISL_000044': 600.0, 'A_ISL_000045': 600.0, 'A_ISL_000046': 600.0, 'A_ISL_000047': 600.0, 'A_ISL_000048': 600.0, 'A_ISL_000049': 600.0, 'A_ISL_000050': 600.0, 'A_ISL_000051': 600.0, 'A_ISL_000052': 600.0, 'A_ISL_000053': 600.0, 'A_ISL_000054': 600.0, 'A_ISL_000055': 600.0, 'A_ISL_000056': 600.0, 'A_ISL_000057': 600.0, 'A_ISL_000058': 600.0, 'A_ISL_000059': 600.0, 'A_ISL_000060': 600.0, 'A_ISL_000061': 600.0, 'A_ISL_000062': 600.0, 'A_ISL_000063': 600.0, 'A_ISL_000064': 600.0, 'A_ISL_000065': 600.0, 'A_ISL_000066': 600.0, 'A_ISL_000067': 600.0, 'A_ISL_000068': 600.0, 'A_ISL_000069': 600.0, 'A_ISL_000070': 600.0, 'A_ISL_000071': 600.0, 'A_ISL_000072': 600.0, 'A_ISL_000073': 600.0, 'A_ISL_000074': 600.0, 'A_ISL_000075': 600.0, 'A_ISL_000076': 600.0, 'A_ISL_000077': 600.0, 'A_ISL_000078': 600.0, 'A_ISL_000079': 600.0, 'A_ISL_000080': 600.0, 'A_ISL_000081': 600.0, 'A_ISL_000082': 600.0, 'A_ISL_000083': 600.0, 'B_ISL_000001': 2000.0, 'B_ISL_000002': 2000.0, 'B_ISL_000003': 2000.0, 'B_ISL_000004': 2000.0, 'B_ISL_000005': 2000.0, 'B_ISL_000006': 2000.0, 'B_ISL_000007': 2000.0, 'B_ISL_000008': 2000.0, 'B_ISL_000009': 2000.0, 'B_ISL_000010': 2000.0, 'B_ISL_000011': 2000.0, 'B_ISL_000012': 2000.0, 'B_ISL_000013': 2000.0, 'B_ISL_000014': 2000.0, 'B_ISL_000015': 2000.0, 'B_ISL_000016': 2000.0, 'B_ISL_000017': 2000.0, 'B_ISL_000018': 2000.0, 'B_ISL_000019': 2000.0, 'B_ISL_000020': 2000.0, 'B_ISL_000021': 2000.0, 'B_ISL_000022': 2000.0, 'B_ISL_000023': 2000.0, 'B_ISL_000024': 2000.0, 'B_ISL_000025': 2000.0, 'B_ISL_000026': 2000.0, 'B_ISL_000027': 2000.0, 'B_ISL_000028': 2000.0, 'B_ISL_000029': 2000.0, 'B_ISL_000030': 2000.0, 'B_ISL_000031': 2000.0, 'B_ISL_000032': 2000.0, 'B_ISL_000033': 2000.0, 'B_ISL_000034': 2000.0, 'B_ISL_000035': 2000.0, 'B_ISL_000036': 2000.0, 'B_ISL_000037': 2000.0, 'B_ISL_000038': 2000.0, 'B_ISL_000039': 2000.0, 'B_ISL_000040': 2000.0, 'B_ISL_000041': 2000.0, 'B_ISL_000042': 2000.0, 'B_ISL_000043': 2000.0, 'B_ISL_000044': 2000.0, 'B_ISL_000045': 2000.0, 'B_ISL_000046': 2000.0, 'B_ISL_000047': 2000.0, 'B_ISL_000048': 2000.0, 'B_ISL_000049': 2000.0, 'B_ISL_000050': 2000.0, 'B_ISL_000051': 2000.0, 'B_ISL_000052': 2000.0, 'B_ISL_000053': 2000.0, 'B_ISL_000054': 2000.0, 'B_ISL_000055': 2000.0, 'B_ISL_000056': 2000.0, 'B_ISL_000057': 2000.0, 'B_ISL_000058': 2000.0, 'B_ISL_000059': 2000.0, 'B_ISL_000060': 2000.0, 'B_ISL_000061': 2000.0, 'B_ISL_000062': 2000.0, 'B_ISL_000063': 2000.0, 'B_ISL_000064': 2000.0, 'B_ISL_000065': 2000.0, 'B_ISL_000066': 2000.0, 'B_ISL_000067': 2000.0, 'B_ISL_000068': 2000.0, 'B_ISL_000069': 2000.0, 'B_ISL_000070': 2000.0, 'B_ISL_000071': 2000.0, 'B_ISL_000072': 2000.0, 'B_ISL_000073': 2000.0, 'B_ISL_000074': 2000.0, 'B_ISL_000075': 2000.0, 'B_ISL_000076': 2000.0, 'B_ISL_000077': 2000.0, 'B_ISL_000078': 2000.0, 'B_ISL_000079': 2000.0, 'B_ISL_000080': 2000.0, 'B_ISL_000081': 2000.0, 'B_ISL_000082': 2000.0, 'B_ISL_000083': 2000.0, 'B_ISL_000084': 2000.0, 'B_ISL_000085': 2000.0, 'B_ISL_000086': 2000.0, 'B_ISL_000087': 2000.0, 'B_ISL_000088': 2000.0, 'B_ISL_000089': 2000.0, 'B_ISL_000090': 2000.0, 'B_ISL_000091': 2000.0, 'B_ISL_000092': 2000.0, 'B_ISL_000093': 2000.0, 'B_ISL_000094': 2000.0, 'B_ISL_000095': 2000.0, 'B_ISL_000096': 2000.0, 'B_ISL_000097': 2000.0, 'B_ISL_000098': 2000.0, 'B_ISL_000099': 2000.0, 'B_ISL_000100': 2000.0, 'B_ISL_000101': 2000.0, 'B_ISL_000102': 2000.0, 'B_ISL_000103': 2000.0, 'B_ISL_000104': 2000.0, 'B_ISL_000105': 2000.0, 'B_ISL_000106': 2000.0, 'B_ISL_000107': 2000.0, 'B_ISL_000108': 2000.0, 'B_ISL_000109': 2000.0, 'B_ISL_000110': 2000.0, 'B_ISL_000111': 2000.0, 'B_ISL_000112': 2000.0, 'B_ISL_000113': 2000.0, 'B_ISL_000114': 2000.0, 'B_ISL_000115': 2000.0, 'B_ISL_000116': 2000.0, 'B_ISL_000117': 2000.0, 'B_ISL_000118': 2000.0, 'B_ISL_000119': 2000.0, 'B_ISL_000120': 2000.0, 'B_ISL_000121': 2000.0, 'B_ISL_000122': 2000.0, 'B_ISL_000123': 2000.0, 'B_ISL_000124': 2000.0, 'B_ISL_000125': 2000.0, 'B_ISL_000126': 2000.0, 'B_ISL_000127': 2000.0, 'B_ISL_000128': 2000.0, 'B_ISL_000129': 2000.0, 'B_ISL_000130': 2000.0, 'B_ISL_000131': 2000.0, 'B_ISL_000132': 2000.0, 'B_ISL_000133': 2000.0, 'B_ISL_000134': 2000.0, 'B_ISL_000135': 2000.0, 'B_ISL_000136': 2000.0, 'B_ISL_000137': 2000.0, 'B_ISL_000138': 2000.0, 'B_ISL_000139': 2000.0, 'B_ISL_000140': 2000.0, 'B_ISL_000141': 2000.0, 'B_ISL_000142': 2000.0, 'B_ISL_000143': 2000.0, 'B_ISL_000144': 2000.0, 'B_ISL_000145': 2000.0, 'B_ISL_000146': 2000.0, 'B_ISL_000147': 2000.0, 'B_ISL_000148': 2000.0, 'B_ISL_000149': 2000.0, 'B_ISL_000150': 2000.0}"
1,60.0,120.0,60.0,0,0,0,0,1,800.0,800.0,0.0,0.0,0.0,0,0,0,[],['X009776'],[],{'X009776': 800.0},"{'A_ISL_000001': 600.0, 'A_ISL_000002': 600.0, 'A_ISL_000003': 600.0, 'A_ISL_000004': 600.0, 'A_ISL_000005': 600.0, 'A_ISL_000006': 600.0, 'A_ISL_000007': 600.0, 'A_ISL_000008': 600.0, 'A_ISL_000009': 600.0, 'A_ISL_000010': 600.0, 'A_ISL_000011': 600.0, 'A_ISL_000012': 600.0, 'A_ISL_000013': 600.0, 'A_ISL_000014': 600.0, 'A_ISL_000015': 600.0, 'A_ISL_000016': 600.0, 'A_ISL_000017': 600.0, 'A_ISL_000018': 600.0, 'A_ISL_000019': 600.0, 'A_ISL_000020': 600.0, 'A_ISL_000021': 600.0, 'A_ISL_000022': 600.0, 'A_ISL_000023': 600.0, 'A_ISL_000024': 600.0, 'A_ISL_000025': 600.0, 'A_ISL_000026': 600.0, 'A_ISL_000027': 600.0, 'A_ISL_000028': 600.0, 'A_ISL_000029': 600.0, 'A_ISL_000030': 600.0, 'A_ISL_000031': 600.0, 'A_ISL_000032': 600.0, 'A_ISL_000033': 600.0, 'A_ISL_000034': 600.0, 'A_ISL_000035': 600.0, 'A_ISL_000036': 600.0, 'A_ISL_000037': 600.0, 'A_ISL_000038': 600.0, 'A_ISL_000039': 600.0, 'A_ISL_000040': 600.0, 'A_ISL_000041': 600.0, 'A_ISL_000042': 600.0, 'A_ISL_000043': 600.0, 'A_ISL_000044': 600.0, 'A_ISL_000045': 600.0, 'A_ISL_000046': 600.0, 'A_ISL_000047': 600.0, 'A_ISL_000048': 600.0, 'A_ISL_000049': 600.0, 'A_ISL_000050': 600.0, 'A_ISL_000051': 600.0, 'A_ISL_000052': 600.0, 'A_ISL_000053': 600.0, 'A_ISL_000054': 600.0, 'A_ISL_000055': 600.0, 'A_ISL_000056': 600.0, 'A_ISL_000057': 600.0, 'A_ISL_000058': 600.0, 'A_ISL_000059': 600.0, 'A_ISL_000060': 600.0, 'A_ISL_000061': 600.0, 'A_ISL_000062': 600.0, 'A_ISL_000063': 600.0, 'A_ISL_000064': 600.0, 'A_ISL_000065': 600.0, 'A_ISL_000066': 600.0, 'A_ISL_000067': 600.0, 'A_ISL_000068': 600.0, 'A_ISL_000069': 600.0, 'A_ISL_000070': 600.0, 'A_ISL_000071': 600.0, 'A_ISL_000072': 600.0, 'A_ISL_000073': 600.0, 'A_ISL_000074': 600.0, 'A_ISL_000075': 600.0, 'A_ISL_000076': 600.0, 'A_ISL_000077': 600.0, 'A_ISL_000078': 600.0, 'A_ISL_000079': 600.0, 'A_ISL_000080': 600.0, 'A_ISL_000081': 600.0, 'A_ISL_000082': 600.0, 'A_ISL_000083': 600.0, 'B_ISL_000001': 2000.0, 'B_ISL_000002': 2000.0, 'B_ISL_000003': 2000.0, 'B_ISL_000004': 2000.0, 'B_ISL_000005': 2000.0, 'B_ISL_000007': 2000.0, 'B_ISL_000008': 2000.0, 'B_ISL_000009': 2000.0, 'B_ISL_000010': 2000.0, 'B_ISL_000011': 2000.0, 'B_ISL_000012': 2000.0, 'B_ISL_000013': 2000.0, 'B_ISL_000014': 2000.0, 'B_ISL_000015': 2000.0, 'B_ISL_000016': 2000.0, 'B_ISL_000017': 2000.0, 'B_ISL_000018': 2000.0, 'B_ISL_000019': 2000.0, 'B_ISL_000021': 2000.0, 'B_ISL_000022': 2000.0, 'B_ISL_000023': 2000.0, 'B_ISL_000024': 2000.0, 'B_ISL_000025': 2000.0, 'B_ISL_000026': 2000.0, 'B_ISL_000027': 2000.0, 'B_ISL_000028': 2000.0, 'B_ISL_000029': 2000.0, 'B_ISL_000030': 2000.0, 'B_ISL_000031': 2000.0, 'B_ISL_000032': 2000.0, 'B_ISL_000034': 2000.0, 'B_ISL_000035': 2000.0, 'B_ISL_000036': 2000.0, 'B_ISL_000037': 2000.0, 'B_ISL_000038': 2000.0, 'B_ISL_000039': 2000.0, 'B_ISL_000040': 2000.0, 'B_ISL_000041': 2000.0, 'B_ISL_000042': 2000.0, 'B_ISL_000044': 2000.0, 'B_ISL_000045': 2000.0, 'B_ISL_000046': 2000.0, 'B_ISL_000047': 2000.0, 'B_ISL_000048': 2000.0, 'B_ISL_000049': 2000.0, 'B_ISL_000050': 2000.0, 'B_ISL_000051': 2000.0, 'B_ISL_000052': 2000.0, 'B_ISL_000053': 2000.0, 'B_ISL_000054': 2000.0, 'B_ISL_000055': 2000.0, 'B_ISL_000056': 2000.0, 'B_ISL_000057': 2000.0, 'B_ISL_000058': 2000.0, 'B_ISL_000059': 2000.0, 'B_ISL_000060': 2000.0, 'B_ISL_000061': 2000.0, 'B_ISL_000062': 2000.0, 'B_ISL_000063': 2000.0, 'B_ISL_000064': 2000.0, 'B_ISL_000065': 2000.0, 'B_ISL_000066': 2000.0, 'B_ISL_000067': 2000.0, 'B_ISL_000068': 2000.0, 'B_ISL_000069': 2000.0, 'B_ISL_000070': 2000.0, 'B_ISL_000071': 2000.0, 'B_ISL_000072': 2000.0, 'B_ISL_000073': 2000.0, 'B_ISL_000074': 2000.0, 'B_ISL_000075': 2000.0, 'B_ISL_000076': 2000.0, 'B_ISL_000077': 2000.0, 'B_ISL_000078': 2000.0, 'B_ISL_000079': 2000.0, 'B_ISL_000080': 2000.0, 'B_ISL_000081': 2000.0, 'B_ISL_000082': 2000.0, 'B_ISL_000083': 2000.0, 'B_ISL_000084': 2000.0, 'B_ISL_000085': 2000.0, 'B_ISL_000086': 2000.0, 'B_ISL_000087': 2000.0, 'B_ISL_000088': 2000.0, 'B_ISL_000089': 2000.0, 'B_ISL_000090': 2000.0, 'B_ISL_000091': 2000.0, 'B_ISL_000092': 2000.0, 'B_ISL_000093': 2000.0, 'B_ISL_000094': 2000.0, 'B_ISL_000095': 2000.0, 'B_ISL_000096': 2000.0, 'B_ISL_000097': 2000.0, 'B_ISL_000098': 2000.0, 'B_ISL_000099': 2000.0, 'B_ISL_000100': 2000.0, 'B_ISL_000101': 2000.0, 'B_ISL_000102': 2000.0, 'B_ISL_000103': 2000.0, 'B_ISL_000104': 2000.0, 'B_ISL_000105': 2000.0, 'B_ISL_000106': 2000.0, 'B_ISL_000107': 2000.0, 'B_ISL_000108': 2000.0, 'B_ISL_000109': 2000.0, 'B_ISL_000110': 2000.0, 'B_ISL_000111': 2000.0, 'B_ISL_000112': 2000.0, 'B_ISL_000113': 2000.0, 'B_ISL_000114': 2000.0, 'B_ISL_000115': 2000.0, 'B_ISL_000116': 2000.0, 'B_ISL_000117': 2000.0, 'B_ISL_000118': 2000.0, 'B_ISL_000119': 2000.0, 'B_ISL_000120': 2000.0, 'B_ISL_000121': 2000.0, 'B_ISL_000122': 2000.0, 'B_ISL_000123': 2000.0, 'B_ISL_000124': 2000.0, 'B_ISL_000125': 2000.0, 'B_ISL_000126': 2000.0, 'B_ISL_000127': 2000.0, 'B_ISL_000128': 2000.0, 'B_ISL_000129': 2000.0, 'B_ISL_000130': 2000.0, 'B_ISL_000131': 2000.0, 'B_ISL_000132': 2000.0, 'B_ISL_000133': 2000.0, 'B_ISL_000134': 2000.0, 'B_ISL_000135': 2000.0, 'B_ISL_000136': 2000.0, 'B_ISL_000137': 2000.0, 'B_ISL_000138': 2000.0, 'B_ISL_000139': 2000.0, 'B_ISL_000140': 2000.0, 'B_ISL_000141': 2000.0, 'B_ISL_000142': 2000.0, 'B_ISL_000143': 2000.0, 'B_ISL_000144': 2000.0, 'B_ISL_000145': 2000.0, 'B_ISL_000146': 2000.0, 'B_ISL_000147': 2000.0, 'B_ISL_000148': 2000.0, 'B_ISL_000149': 2000.0, 'B_ISL_000150': 2000.0, 'B_ISL_000151': 2000.0, 'B_ISL_000152': 2000.0}"
2,120.0,240.0,120.0,0,0,0,0,1,800.0,800.0,0.0,0.0,0.0,0,0,0,[],['X009776'],[],{'X009776': 800.0},"{'A_ISL_000001': 600.0, 'A_ISL_000002': 600.0, 'A_ISL_000003': 600.0, 'A_ISL_000004': 600.0, 'A_ISL_000005': 600.0, 'A_ISL_000006': 600.0, 'A_ISL_000007': 600.0, 'A_ISL_000008': 600.0, 'A_ISL_000009': 600.0, 'A_ISL_000010': 600.0, 'A_ISL_000011': 600.0, 'A_ISL_000012': 600.0, 'A_ISL_000013': 600.0, 'A_ISL_000014': 600.0, 'A_ISL_000015': 600.0, 'A_ISL_000016': 600.0, 'A_ISL_000017': 600.0, 'A_ISL_000018': 600.0, 'A_ISL_000019': 600.0, 'A_ISL_000020': 600.0, 'A_ISL_000021': 600.0, 'A_ISL_000022': 600.0, 'A_ISL_000023': 600.0, 'A_ISL_000024': 600.0, 'A_ISL_000025': 600.0, 'A_ISL_000026': 600.0, 'A_ISL_000027': 600.0, 'A_ISL_000028': 600.0, 'A_ISL_000029': 600.0, 'A_ISL_000030': 600.0, 'A_ISL_000031': 600.0, 'A_ISL_000032': 600.0, 'A_ISL_000033': 600.0, 'A_ISL_000034': 600.0, 'A_ISL_000035': 600.0, 'A_ISL_000036': 600.0, 'A_ISL_000037': 600.0, 'A_ISL_000038': 600.0, 'A_ISL_000039': 600.0, 'A_ISL_000040': 600.0, 'A_ISL_000041': 600.0, 'A_ISL_000042': 600.0, 'A_ISL_000043': 600.0, 'A_ISL_000044': 600.0, 'A_ISL_000045': 600.0, 'A_ISL_000046': 600.0, 'A_ISL_000047': 600.0, 'A_ISL_000048': 600.0, 'A_ISL_000049': 600.0, 'A_ISL_000050': 600.0, 'A_ISL_000051': 600.0, 'A_ISL_000052': 600.0, 'A_ISL_000053': 600.0, 'A_ISL_000054': 600.0, 'A_ISL_000055': 600.0, 'A_ISL_000056': 600.0, 'A_ISL_000057': 600.0, 'A_ISL_000058': 600.0, 'A_ISL_000059': 600.0, 'A_ISL_000060': 600.0, 'A_ISL_000061': 600.0, 'A_ISL_000062': 600.0, 'A_ISL_000063': 600.0, 'A_ISL_000064': 600.0, 'A_ISL_000065': 600.0, 'A_ISL_000066': 600.0, 'A_ISL_000067': 600.0, 'A_ISL_000068': 600.0, 'A_ISL_000069': 600.0, 'A_ISL_000070': 600.0, 'A_ISL_000071': 600.0, 'A_ISL_000072': 600.0, 'A_ISL_000073': 600.0, 'A_ISL_000074': 600.0, 'A_ISL_000075': 600.0, 'A_ISL_000076': 600.0, 'A_ISL_000077': 600.0, 'A_ISL_000078': 600.0, 'A_ISL_000079': 600.0, 'A_ISL_000080': 600.0, 'A_ISL_000081': 600.0, 'A_ISL_000082': 600.0, 'A_ISL_000083': 600.0, 'B_ISL_000001': 2000.0, 'B_ISL_000002': 2000.0, 'B_ISL_000003': 2000.0, 'B_ISL_000004': 2000.0, 'B_ISL_000005': 2000.0, 'B_ISL_000007': 2000.0, 'B_ISL_000008': 2000.0, 'B_ISL_000009': 2000.0, 'B_ISL_000010': 2000.0, 'B_ISL_000011': 2000.0, 'B_ISL_000012': 2000.0, 'B_ISL_000013': 2000.0, 'B_ISL_000014': 2000.0, 'B_ISL_000015': 2000.0, 'B_ISL_000016': 2000.0, 'B_ISL_000017': 2000.0, 'B_ISL_000018': 2000.0, 'B_ISL_000019': 2000.0, 'B_ISL_000021': 2000.0, 'B_ISL_000022': 2000.0, 'B_ISL_000023': 2000.0, 'B_ISL_000024': 2000.0, 'B_ISL_000025': 2000.0, 'B_ISL_000026': 2000.0, 'B_ISL_000027': 2000.0, 'B_ISL_000028': 2000.0, 'B_ISL_000029': 2000.0, 'B_ISL_000030': 2000.0, 'B_ISL_000031': 2000.0, 'B_ISL_000032': 2000.0, 'B_ISL_000034': 2000.0, 'B_ISL_000035': 2000.0, 'B_ISL_000036': 2000.0, 'B_ISL_000037': 2000.0, 'B_ISL_000038': 2000.0, 'B_ISL_000039': 2000.0, 'B_ISL_000040': 2000.0, 'B_ISL_000041': 2000.0, 'B_ISL_000042': 2000.0, 'B_ISL_000044': 2000.0, 'B_ISL_000045': 2000.0, 'B_ISL_000046': 2000.0, 'B_ISL_000047': 2000.0, 'B_ISL_000048': 2000.0, 'B_ISL_000049': 2000.0, 'B_ISL_000050': 2000.0, 'B_ISL_000051': 2000.0, 'B_ISL_000052': 2000.0, 'B_ISL_000053': 2000.0, 'B_ISL_000054': 2000.0, 'B_ISL_000055': 2000.0, 'B_ISL_000056': 2000.0, 'B_ISL_000057': 2000.0, 'B_ISL_000058': 2000.0, 'B_ISL_000059': 2000.0, 'B_ISL_000060': 2000.0, 'B_ISL_000061': 2000.0, 'B_ISL_000062': 2000.0, 'B_ISL_000063': 2000.0, 'B_ISL_000064': 2000.0, 'B_ISL_000065': 2000.0, 'B_ISL_000066': 2000.0, 'B_ISL_000067': 2000.0, 'B_ISL_000068': 2000.0, 'B_ISL_000069': 2000.0, 'B_ISL_000070': 2000.0, 'B_ISL_000071': 2000.0, 'B_ISL_000072': 2000.0, 'B_ISL_000073': 2000.0, 'B_ISL_000074': 2000.0, 'B_ISL_000075': 2000.0, 'B_ISL_000076': 2000.0, 'B_ISL_000077': 2000.0, 'B_ISL_000078': 2000.0, 'B_ISL_000079': 2000.0, 'B_ISL_000080': 2000.0, 'B_ISL_000081': 2000.0, 'B_ISL_000082': 2000.0, 'B_ISL_000083': 2000.0, 'B_ISL_000084': 2000.0, 'B_ISL_000085': 2000.0, 'B_ISL_000086': 2000.0, 'B_ISL_000087': 2000.0, 'B_ISL_000088': 2000.0, 'B_ISL_000089': 2000.0, 'B_ISL_000090': 2000.0, 'B_ISL_000091': 2000.0, 'B_ISL_000092': 2000.0, 'B_ISL_000093': 2000.0, 'B_ISL_000094': 2000.0, 'B_ISL_000095': 2000.0, 'B_ISL_000096': 2000.0, 'B_ISL_000097': 2000.0, 'B_ISL_000098': 2000.0, 'B_ISL_000099': 2000.0, 'B_ISL_000100': 2000.0, 'B_ISL_000101': 2000.0, 'B_ISL_000102': 2000.0, 'B_ISL_000103': 2000.0, 'B_ISL_000104': 2000.0, 'B_ISL_000105': 2000.0, 'B_ISL_000106': 2000.0, 'B_ISL_000107': 2000.0, 'B_ISL_000108': 2000.0, 'B_ISL_000109': 2000.0, 'B_ISL_000110': 2000.0, 'B_ISL_000112': 2000.0, 'B_ISL_000113': 2000.0, 'B_ISL_000114': 2000.0, 'B_ISL_000115': 2000.0, 'B_ISL_000116': 2000.0, 'B_ISL_000117': 2000.0, 'B_ISL_000118': 2000.0, 'B_ISL_000119': 2000.0, 'B_ISL_000120': 2000.0, 'B_ISL_000122': 2000.0, 'B_ISL_000123': 2000.0, 'B_ISL_000124': 2000.0, 'B_ISL_000125': 2000.0, 'B_ISL_000126': 2000.0, 'B_ISL_000127': 2000.0, 'B_ISL_000128': 2000.0, 'B_ISL_000129': 2000.0, 'B_ISL_000130': 2000.0, 'B_ISL_000131': 2000.0, 'B_ISL_000132': 2000.0, 'B_ISL_000133': 2000.0, 'B_ISL_000134': 2000.0, 'B_ISL_000135': 2000.0, 'B_ISL_000136': 2000.0, 'B_ISL_000137': 2000.0, 'B_ISL_000138': 2000.0, 'B_ISL_000139': 2000.0, 'B_ISL_000140': 2000.0, 'B_ISL_000141': 2000.0, 'B_ISL_000142': 2000.0, 'B_ISL_000143': 2000.0, 'B_ISL_000144': 2000.0, 'B_ISL_000145': 2000.0, 'B_ISL_000146': 2000.0, 'B_ISL_000147': 2000.0, 'B_ISL_000148': 2000.0, 'B_ISL_000149': 2000.0, 'B_ISL_000150': 2000.0, 'B_ISL_000151': 2000.0, 'B_ISL_000152': 2000.0, 'B_ISL_000153': 2000.0, 'B_ISL_000154': 2000.0}"
